operator,kwargs,input_shape,cpu_time,gpu_time
Dropout,"inplace=True,p=0.9","(1, 32, 256, 256)",0.003ms,0ms
Dropout,"inplace=True,p=0.9","(1, 64, 256, 256)",0.003ms,0ms
Dropout,"inplace=True,p=0.9","(1, 128, 256, 256)",0.007ms,0ms
Dropout,"inplace=True,p=0.9","(1, 1, 640, 640)",0.018ms,0ms
Dropout,"inplace=True,p=0.9","(1, 8, 640, 640)",0.003ms,0ms
Dropout,"inplace=True,p=0.9","(1, 32, 640, 640)",0.007ms,0ms
Dropout,"inplace=True,p=0.9","(1, 64, 640, 640)",0.021ms,0ms
Dropout,"inplace=True,p=0.9","(1, 128, 640, 640)",0.006ms,0ms
Dropout,"inplace=True,p=0.9","(8, 1, 96, 96)",0.002ms,0ms
Dropout,"inplace=True,p=0.9","(8, 8, 96, 96)",0.017ms,0ms
Dropout,"inplace=True,p=0.9","(8, 32, 96, 96)",0.003ms,0ms
Dropout,"inplace=True,p=0.9","(8, 64, 96, 96)",0.019ms,0ms
Dropout,"inplace=True,p=0.9","(8, 128, 96, 96)",0.007ms,0ms
Dropout,"inplace=True,p=0.9","(8, 1, 256, 256)",0.003ms,0ms
Dropout,"inplace=True,p=0.9","(8, 8, 256, 256)",0.003ms,0ms
Dropout,"inplace=True,p=0.9","(8, 32, 256, 256)",0.008ms,0ms
Dropout,"inplace=True,p=0.9","(8, 64, 256, 256)",0.006ms,0ms
Dropout,"inplace=True,p=0.9","(8, 128, 256, 256)",0.007ms,0ms
Dropout,"inplace=True,p=0.9","(8, 1, 640, 640)",0.003ms,0ms
Dropout,"inplace=True,p=0.9","(8, 8, 640, 640)",0.006ms,0ms
Dropout,"inplace=True,p=0.9","(8, 32, 640, 640)",0.008ms,0ms
Dropout,"inplace=True,p=0.9","(8, 64, 640, 640)",0.009ms,0ms
Dropout,"inplace=True,p=0.9","(8, 128, 640, 640)",0.012ms,0ms
Dropout,"inplace=True,p=0.9","(32, 1, 96, 96)",0.002ms,0ms
Dropout,"inplace=True,p=0.9","(32, 8, 96, 96)",0.004ms,0ms
Dropout,"inplace=True,p=0.9","(32, 32, 96, 96)",0.008ms,0ms
Dropout,"inplace=True,p=0.9","(32, 64, 96, 96)",0.007ms,0ms
Dropout,"inplace=True,p=0.9","(32, 128, 96, 96)",0.007ms,0ms
Dropout,"inplace=True,p=0.9","(32, 1, 256, 256)",0.003ms,0ms
Dropout,"inplace=True,p=0.9","(32, 8, 256, 256)",0.007ms,0ms
Dropout,"inplace=True,p=0.9","(32, 32, 256, 256)",0.006ms,0ms
Dropout,"inplace=True,p=0.9","(32, 64, 256, 256)",0.006ms,0ms
Dropout,"inplace=True,p=0.9","(32, 128, 256, 256)",0.009ms,0ms
Dropout,"inplace=True,p=0.9","(32, 1, 640, 640)",0.006ms,0ms
Dropout,"inplace=True,p=0.9","(32, 8, 640, 640)",0.022ms,0ms
Dropout,"inplace=True,p=0.9","(32, 32, 640, 640)",0.012ms,0ms
Dropout,"inplace=True,p=0.9","(32, 64, 640, 640)",0.011ms,0ms
Dropout,"inplace=True,p=0.9","(32, 128, 640, 640)",0.012ms,0ms
Linear,"in_features=16,out_features=16",,0.03ms,0ms
Linear,"in_features=16,out_features=32",,0.016ms,0ms
Linear,"in_features=16,out_features=64",,0.018ms,0ms
Linear,"in_features=16,out_features=256",,0.03ms,0ms
Linear,"in_features=16,out_features=512",,0.046ms,0ms
Linear,"in_features=16,out_features=1024",,0.076ms,0ms
Linear,"in_features=32,out_features=16",,0.015ms,0ms
Linear,"in_features=32,out_features=32",,0.044ms,0ms
Linear,"in_features=32,out_features=64",,0.021ms,0ms
Linear,"in_features=32,out_features=256",,0.045ms,0ms
Linear,"in_features=32,out_features=512",,0.075ms,0ms
Linear,"in_features=32,out_features=1024",,0.138ms,0ms
Linear,"in_features=64,out_features=16",,0.018ms,0ms
Linear,"in_features=64,out_features=32",,0.021ms,0ms
Linear,"in_features=64,out_features=64",,0.03ms,0ms
Linear,"in_features=64,out_features=256",,0.074ms,0ms
Linear,"in_features=64,out_features=512",,0.136ms,0ms
Linear,"in_features=64,out_features=1024",,0.255ms,0ms
Linear,"in_features=256,out_features=16",,0.029ms,0ms
Linear,"in_features=256,out_features=32",,0.046ms,0ms
Linear,"in_features=256,out_features=64",,0.072ms,0ms
Linear,"in_features=256,out_features=256",,0.253ms,0ms
Linear,"in_features=256,out_features=512",,0.49ms,0ms
Linear,"in_features=256,out_features=1024",,0.967ms,0ms
Linear,"in_features=512,out_features=16",,0.043ms,0ms
Linear,"in_features=512,out_features=32",,0.073ms,0ms
Linear,"in_features=512,out_features=64",,0.145ms,0ms
Linear,"in_features=512,out_features=256",,0.564ms,0ms
Linear,"in_features=512,out_features=512",,1.185ms,0ms
Linear,"in_features=512,out_features=1024",,1.980ms,0ms
Linear,"in_features=1024,out_features=16",,0.073ms,0ms
Linear,"in_features=1024,out_features=32",,0.133ms,0ms
Linear,"in_features=1024,out_features=64",,0.252ms,0ms
Linear,"in_features=1024,out_features=256",,1.013ms,0ms
Linear,"in_features=1024,out_features=512",,1.916ms,0ms
Linear,"in_features=1024,out_features=1024",,4.176ms,0ms
BatchNorm2d,"affine=True,eps=0.01,momentum=0.1,num_features =16",,0.057ms,0ms
BatchNorm2d,"affine=True,eps=0.01,momentum=0.1,num_features =32",,0.023ms,0ms
BatchNorm2d,"affine=True,eps=0.01,momentum=0.1,num_features =64",,0.025ms,0ms
BatchNorm2d,"affine=True,eps=0.01,momentum=0.1,num_features =256",,0.021ms,0ms
BatchNorm2d,"affine=True,eps=0.01,momentum=0.1,num_features =512",,0.023ms,0ms
BatchNorm2d,"affine=True,eps=0.01,momentum=0.1,num_features =1024",,0.023ms,0ms
BatchNorm2d,"affine=True,eps=0.001,momentum=0.1,num_features =16",,0.023ms,0ms
BatchNorm2d,"affine=True,eps=0.001,momentum=0.1,num_features =32",,0.022ms,0ms
BatchNorm2d,"affine=True,eps=0.001,momentum=0.1,num_features =64",,0.021ms,0ms
BatchNorm2d,"affine=True,eps=0.001,momentum=0.1,num_features =256",,0.022ms,0ms
BatchNorm2d,"affine=True,eps=0.001,momentum=0.1,num_features =512",,0.022ms,0ms
BatchNorm2d,"affine=True,eps=0.001,momentum=0.1,num_features =1024",,0.023ms,0ms
BatchNorm2d,"affine=True,eps=0.0001,momentum=0.1,num_features =16",,0.021ms,0ms
BatchNorm2d,"affine=True,eps=0.0001,momentum=0.1,num_features =32",,0.023ms,0ms
BatchNorm2d,"affine=True,eps=0.0001,momentum=0.1,num_features =64",,0.023ms,0ms
BatchNorm2d,"affine=True,eps=0.0001,momentum=0.1,num_features =256",,0.023ms,0ms
BatchNorm2d,"affine=True,eps=0.0001,momentum=0.1,num_features =512",,0.023ms,0ms
BatchNorm2d,"affine=True,eps=0.0001,momentum=0.1,num_features =1024",,0.026ms,0ms
BatchNorm2d,"affine=True,eps=1e-05,momentum=0.1,num_features =16",,0.019ms,0ms
BatchNorm2d,"affine=True,eps=1e-05,momentum=0.1,num_features =32",,0.017ms,0ms
BatchNorm2d,"affine=True,eps=1e-05,momentum=0.1,num_features =64",,0.022ms,0ms
BatchNorm2d,"affine=True,eps=1e-05,momentum=0.1,num_features =256",,0.022ms,0ms
BatchNorm2d,"affine=True,eps=1e-05,momentum=0.1,num_features =512",,0.026ms,0ms
BatchNorm2d,"affine=True,eps=1e-05,momentum=0.1,num_features =1024",,0.021ms,0ms
add,"(input, other, alpha=alpha)",,0.27ms,0.001ms
add,"(input, other, alpha=alpha)",,0.216ms,0.001ms
add,"(input, other, alpha=alpha)",,0.247ms,0.066ms
add,"(input, other, alpha=alpha)",,0.205ms,0.001ms
add,"(input, other, alpha=alpha)",,0.205ms,0.002ms
add,"(input, other, alpha=alpha)",,0.215ms,0.003ms
add,"(input, other, alpha=alpha)",,0.212ms,0.001ms
add,"(input, other, alpha=alpha)",,0.207ms,0.003ms
add,"(input, other, alpha=alpha)",,0.211ms,0.031ms
MultiheadAttention,"embed_dim =128,num_heads=16",,0.271ms,0ms
MultiheadAttention,"embed_dim =128,num_heads=32",,0.261ms,0ms
MultiheadAttention,"embed_dim =128,num_heads=64",,0.26ms,0ms
MultiheadAttention,"embed_dim =256,num_heads=16",,0.974ms,0ms
MultiheadAttention,"embed_dim =256,num_heads=32",,0.975ms,0ms
MultiheadAttention,"embed_dim =256,num_heads=64",,0.997ms,0ms
MultiheadAttention,"embed_dim =512,num_heads=16",,3.870ms,0ms
MultiheadAttention,"embed_dim =512,num_heads=32",,3.863ms,0ms
MultiheadAttention,"embed_dim =512,num_heads=64",,3.869ms,0ms
MultiheadAttention,"embed_dim =1024,num_heads=16",,15.353ms,0ms
MultiheadAttention,"embed_dim =1024,num_heads=32",,15.283ms,0ms
MultiheadAttention,"embed_dim =1024,num_heads=64",,15.241ms,0ms
MultiheadAttention,"embed_dim =2048,num_heads=16",,69.053ms,0ms
MultiheadAttention,"embed_dim =2048,num_heads=32",,68.096ms,0ms
MultiheadAttention,"embed_dim =2048,num_heads=64",,68.217ms,0ms
AdaptiveAvgPool2d,(output_size),"(1, 1, 96, 96)",0.322ms,0.012ms
AdaptiveAvgPool2d,(output_size),"(1, 8, 96, 96)",0.295ms,0.012ms
AdaptiveAvgPool2d,(output_size),"(1, 32, 96, 96)",0.236ms,0.012ms
AdaptiveAvgPool2d,(output_size),"(1, 64, 96, 96)",0.233ms,0.012ms
AdaptiveAvgPool2d,(output_size),"(1, 128, 96, 96)",0.255ms,0.018ms
AdaptiveAvgPool2d,(output_size),"(1, 1, 256, 256)",0.246ms,0.031ms
AdaptiveAvgPool2d,(output_size),"(1, 8, 256, 256)",0.242ms,0.031ms
AdaptiveAvgPool2d,(output_size),"(1, 32, 256, 256)",0.293ms,0.047ms
AdaptiveAvgPool2d,(output_size),"(1, 64, 256, 256)",0.299ms,0.062ms
AdaptiveAvgPool2d,(output_size),"(1, 128, 256, 256)",0.366ms,0.109ms
AdaptiveAvgPool2d,(output_size),"(1, 1, 640, 640)",0.347ms,0.157ms
AdaptiveAvgPool2d,(output_size),"(1, 8, 640, 640)",0.444ms,0.226ms
AdaptiveAvgPool2d,(output_size),"(1, 32, 640, 640)",0.534ms,0.257ms
AdaptiveAvgPool2d,(output_size),"(1, 64, 640, 640)",0.628ms,0.348ms
AdaptiveAvgPool2d,(output_size),"(1, 128, 640, 640)",0.848ms,0.565ms
AdaptiveAvgPool2d,(output_size),"(8, 1, 96, 96)",0.245ms,0.012ms
AdaptiveAvgPool2d,(output_size),"(8, 8, 96, 96)",0.232ms,0.013ms
AdaptiveAvgPool2d,(output_size),"(8, 32, 96, 96)",0.293ms,0.039ms
AdaptiveAvgPool2d,(output_size),"(8, 64, 96, 96)",0.329ms,0.065ms
AdaptiveAvgPool2d,(output_size),"(8, 128, 96, 96)",0.387ms,0.105ms
AdaptiveAvgPool2d,(output_size),"(8, 1, 256, 256)",0.25ms,0.042ms
AdaptiveAvgPool2d,(output_size),"(8, 8, 256, 256)",0.283ms,0.059ms
AdaptiveAvgPool2d,(output_size),"(8, 32, 256, 256)",0.585ms,0.304ms
AdaptiveAvgPool2d,(output_size),"(8, 64, 256, 256)",0.762ms,0.481ms
AdaptiveAvgPool2d,(output_size),"(8, 128, 256, 256)",1.167ms,0.887ms
AdaptiveAvgPool2d,(output_size),"(8, 1, 640, 640)",0.522ms,0.28ms
AdaptiveAvgPool2d,(output_size),"(8, 8, 640, 640)",0.668ms,0.413ms
AdaptiveAvgPool2d,(output_size),"(8, 32, 640, 640)",2.436ms,2.109ms
AdaptiveAvgPool2d,(output_size),"(8, 64, 640, 640)",3.636ms,3.378ms
AdaptiveAvgPool2d,(output_size),"(8, 128, 640, 640)",5.247ms,4.962ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=8,stride=1","(1, 1, 96, 96)",0.55ms,0.027ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=8,stride=1","(1, 1, 256, 256)",0.483ms,0.135ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=8,stride=1","(1, 1, 640, 640)",0.532ms,0.202ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=8,stride=1","(8, 1, 96, 96)",0.502ms,0.155ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=8,stride=1","(8, 1, 256, 256)",0.577ms,0.26ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=8,stride=1","(8, 1, 640, 640)",1.946ms,1.596ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=8,stride=2","(1, 1, 96, 96)",0.378ms,0.039ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=8,stride=2","(1, 1, 256, 256)",0.537ms,0.237ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=8,stride=2","(1, 1, 640, 640)",1.136ms,0.853ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=8,stride=2","(8, 1, 96, 96)",0.523ms,0.267ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=8,stride=2","(8, 1, 256, 256)",1.358ms,1.050ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=8,stride=2","(8, 1, 640, 640)",7.122ms,6.805ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=32,stride=1","(1, 1, 96, 96)",0.475ms,0.016ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=32,stride=1","(1, 1, 256, 256)",0.455ms,0.116ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=32,stride=1","(1, 1, 640, 640)",1.241ms,0.923ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=32,stride=1","(8, 1, 96, 96)",0.507ms,0.173ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=32,stride=1","(8, 1, 256, 256)",1.549ms,1.239ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=32,stride=1","(8, 1, 640, 640)",8.240ms,7.889ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=32,stride=2","(1, 1, 96, 96)",0.415ms,0.129ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=32,stride=2","(1, 1, 256, 256)",1.189ms,0.909ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=32,stride=2","(1, 1, 640, 640)",5.884ms,5.621ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=32,stride=2","(8, 1, 96, 96)",1.295ms,1.024ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=32,stride=2","(8, 1, 256, 256)",7.416ms,7.157ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=32,stride=2","(8, 1, 640, 640)",45.122ms,44.815ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=64,stride=1","(1, 1, 96, 96)",0.462ms,0.018ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=64,stride=1","(1, 1, 256, 256)",0.645ms,0.266ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=64,stride=1","(1, 1, 640, 640)",2.227ms,1.869ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=64,stride=1","(8, 1, 96, 96)",0.679ms,0.348ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=64,stride=1","(8, 1, 256, 256)",2.762ms,2.416ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=64,stride=1","(8, 1, 640, 640)",15.605ms,15.197ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=64,stride=2","(1, 1, 96, 96)",0.559ms,0.265ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=64,stride=2","(1, 1, 256, 256)",2.098ms,1.817ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=64,stride=2","(1, 1, 640, 640)",11.545ms,11.278ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=64,stride=2","(8, 1, 96, 96)",2.309ms,2.039ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=64,stride=2","(8, 1, 256, 256)",14.651ms,14.390ms
ConvTranspose2d,"in_channels=1,kernel_size=3,out_channels=64,stride=2","(8, 1, 640, 640)",90.527ms,90.225ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=8,stride=1","(1, 1, 96, 96)",0.394ms,0.013ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=8,stride=1","(1, 1, 256, 256)",0.354ms,0.055ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=8,stride=1","(1, 1, 640, 640)",0.641ms,0.36ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=8,stride=1","(8, 1, 96, 96)",0.359ms,0.065ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=8,stride=1","(8, 1, 256, 256)",0.768ms,0.466ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=8,stride=1","(8, 1, 640, 640)",3.139ms,2.822ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=8,stride=2","(1, 1, 96, 96)",0.375ms,0.042ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=8,stride=2","(1, 1, 256, 256)",0.555ms,0.272ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=8,stride=2","(1, 1, 640, 640)",1.943ms,1.670ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=8,stride=2","(8, 1, 96, 96)",0.593ms,0.314ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=8,stride=2","(8, 1, 256, 256)",2.426ms,2.130ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=8,stride=2","(8, 1, 640, 640)",13.584ms,13.278ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=32,stride=1","(1, 1, 96, 96)",0.596ms,0.218ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=32,stride=1","(1, 1, 256, 256)",1.683ms,1.330ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=32,stride=1","(1, 1, 640, 640)",8.333ms,7.982ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=32,stride=1","(8, 1, 96, 96)",0.638ms,0.395ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=32,stride=1","(8, 1, 256, 256)",2.151ms,2.513ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=32,stride=1","(8, 1, 640, 640)",11.029ms,14.512ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=32,stride=2","(1, 1, 96, 96)",0.624ms,0.259ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=32,stride=2","(1, 1, 256, 256)",2.070ms,1.763ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=32,stride=2","(1, 1, 640, 640)",11.578ms,11.290ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=32,stride=2","(8, 1, 96, 96)",2.375ms,2.069ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=32,stride=2","(8, 1, 256, 256)",14.408ms,14.123ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=32,stride=2","(8, 1, 640, 640)",90.459ms,90.142ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=64,stride=1","(1, 1, 96, 96)",0.834ms,0.396ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=64,stride=1","(1, 1, 256, 256)",3.034ms,2.563ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=64,stride=1","(1, 1, 640, 640)",16.382ms,15.999ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=64,stride=1","(8, 1, 96, 96)",1.301ms,0.864ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=64,stride=1","(8, 1, 256, 256)",6.514ms,6.050ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=64,stride=1","(8, 1, 640, 640)",41.531ms,41.069ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=64,stride=2","(1, 1, 96, 96)",0.83ms,0.526ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=64,stride=2","(1, 1, 256, 256)",3.802ms,3.513ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=64,stride=2","(1, 1, 640, 640)",22.971ms,22.703ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=64,stride=2","(8, 1, 96, 96)",4.435ms,4.158ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=64,stride=2","(8, 1, 256, 256)",28.450ms,28.187ms
ConvTranspose2d,"in_channels=1,kernel_size=5,out_channels=64,stride=2","(8, 1, 640, 640)",182.559ms,182.241ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=8,stride=1","(1, 4, 96, 96)",0.483ms,0.015ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=8,stride=1","(1, 4, 256, 256)",0.403ms,0.053ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=8,stride=1","(1, 4, 640, 640)",0.869ms,0.449ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=8,stride=1","(8, 4, 96, 96)",0.445ms,0.061ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=8,stride=1","(8, 4, 256, 256)",0.823ms,0.424ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=8,stride=1","(8, 4, 640, 640)",7.008ms,6.546ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=8,stride=2","(1, 4, 96, 96)",0.386ms,0.052ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=8,stride=2","(1, 4, 256, 256)",0.535ms,0.231ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=8,stride=2","(1, 4, 640, 640)",1.773ms,1.415ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=8,stride=2","(8, 4, 96, 96)",0.665ms,0.369ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=8,stride=2","(8, 4, 256, 256)",2.205ms,1.821ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=8,stride=2","(8, 4, 640, 640)",11.787ms,11.389ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=32,stride=1","(1, 4, 96, 96)",0.489ms,0.019ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=32,stride=1","(1, 4, 256, 256)",0.479ms,0.12ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=32,stride=1","(1, 4, 640, 640)",1.452ms,1.031ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=32,stride=1","(8, 4, 96, 96)",0.529ms,0.186ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=32,stride=1","(8, 4, 256, 256)",1.787ms,1.362ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=32,stride=1","(8, 4, 640, 640)",9.322ms,8.876ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=32,stride=2","(1, 4, 96, 96)",0.447ms,0.128ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=32,stride=2","(1, 4, 256, 256)",1.210ms,0.911ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=32,stride=2","(1, 4, 640, 640)",6.031ms,5.640ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=32,stride=2","(8, 4, 96, 96)",1.319ms,1.029ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=32,stride=2","(8, 4, 256, 256)",7.543ms,7.182ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=32,stride=2","(8, 4, 640, 640)",45.400ms,45.021ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=64,stride=1","(1, 4, 96, 96)",0.496ms,0.021ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=64,stride=1","(1, 4, 256, 256)",0.671ms,0.289ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=64,stride=1","(1, 4, 640, 640)",2.519ms,2.033ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=64,stride=1","(8, 4, 96, 96)",0.717ms,0.366ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=64,stride=1","(8, 4, 256, 256)",3.055ms,2.580ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=64,stride=1","(8, 4, 640, 640)",16.973ms,16.495ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=64,stride=2","(1, 4, 96, 96)",0.588ms,0.264ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=64,stride=2","(1, 4, 256, 256)",2.116ms,1.821ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=64,stride=2","(1, 4, 640, 640)",11.660ms,11.300ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=64,stride=2","(8, 4, 96, 96)",2.365ms,2.069ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=64,stride=2","(8, 4, 256, 256)",14.811ms,14.441ms
ConvTranspose2d,"in_channels=4,kernel_size=3,out_channels=64,stride=2","(8, 4, 640, 640)",90.842ms,90.463ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=8,stride=1","(1, 4, 96, 96)",0.4ms,0.024ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=8,stride=1","(1, 4, 256, 256)",0.62ms,0.33ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=8,stride=1","(1, 4, 640, 640)",2.402ms,2.057ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=8,stride=1","(8, 4, 96, 96)",0.654ms,0.469ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=8,stride=1","(8, 4, 256, 256)",2.424ms,3.025ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=8,stride=1","(8, 4, 640, 640)",17.004ms,16.522ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=8,stride=2","(1, 4, 96, 96)",0.399ms,0.072ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=8,stride=2","(1, 4, 256, 256)",0.758ms,0.45ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=8,stride=2","(1, 4, 640, 640)",3.191ms,2.823ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=8,stride=2","(8, 4, 96, 96)",0.806ms,0.516ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=8,stride=2","(8, 4, 256, 256)",3.911ms,3.530ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=8,stride=2","(8, 4, 640, 640)",22.983ms,22.584ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=32,stride=1","(1, 4, 96, 96)",0.652ms,0.218ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=32,stride=1","(1, 4, 256, 256)",1.705ms,1.329ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=32,stride=1","(1, 4, 640, 640)",8.430ms,8.003ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=32,stride=1","(8, 4, 96, 96)",0.725ms,0.596ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=32,stride=1","(8, 4, 256, 256)",3.078ms,4.008ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=32,stride=1","(8, 4, 640, 640)",15.833ms,23.220ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=32,stride=2","(1, 4, 96, 96)",0.605ms,0.26ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=32,stride=2","(1, 4, 256, 256)",2.084ms,1.767ms
